episode,reward,avg_reward,cumulative_reward,lr,loss,avg_loss,epsilon,profit_dollars,num_trades,sharpe_ratio,win_rate,max_drawdown,oos_profit_dollars,oos_num_trades,oos_sharpe_ratio,oos_win_rate,oos_max_drawdown
153,0.0181,0.015,1.0097,3.4917e-04,0.0001,0.0001,0.1,20.83,2,0.8617,0.5000,0.0178,-325.71,2.2,-9.5752,0.2167,0.0549
154,0.013,0.0206,0.9958,3.4917e-04,0.0001,0.0001,0.1,-312.41,1,0.0000,0.0000,0.0312,74.19,2.0,-75.1349,0.3000,0.0366
155,0.0045,0.0168,0.9774,3.4917e-04,0.0000,0.0001,0.1,-102.60,2,-11.1343,0.5000,0.0124,61.35,1.0,1.3356,0.2000,0.0255
156,0.1109,0.02,1.0980,3.4917e-04,0.0000,0.0001,0.1,19.95,1,0.0000,1.0000,0.0000,-406.30,0.8,0.0000,0.2000,0.0408
157,-0.1845,0.0049,0.8221,3.4917e-04,0.0001,0.0001,0.1,0.00,0,0.0000,0.0000,0.0000,209.31,1.0,0.0000,0.6000,0.0196
158,-0.0049,0.0015,0.9913,3.4917e-04,0.0000,0.0001,0.1,-137.05,2,-3.0188,0.5000,0.0429,-450.24,1.6,0.6670,0.1667,0.0609
159,0.0432,-0.0007,1.0359,3.4917e-04,0.0000,0.0001,0.1,-40.59,1,0.0000,0.0000,0.0041,25.13,1.0,37.4290,0.6000,0.0193
160,0.0441,-0.0026,1.0320,3.3171e-04,0.0001,0.0001,0.1,257.20,2,4.1648,0.5000,0.0362,-255.97,1.2,-13.5226,0.1000,0.0317
161,-0.0041,0.004,0.9941,3.3171e-04,0.0001,0.0001,0.1,-518.00,3,-10.3233,0.3333,0.0711,-173.15,1.6,-12.0775,0.2667,0.0463
162,0.27,0.009,1.2728,3.3171e-04,0.0000,0.0001,0.1,0.00,0,0.0000,0.0000,0.0000,-302.01,1.8,-53.7393,0.2000,0.0431
163,-0.1436,0.0095,0.8549,3.3171e-04,0.0001,0.0001,0.1,-1142.03,2,-32.7093,0.0000,0.1142,-198.92,1.6,-5.8115,0.4000,0.0480
164,-0.0275,0.0137,0.9647,3.3171e-04,0.0001,0.0001,0.1,-131.35,2,-5.7788,0.5000,0.0246,13.25,1.6,0.8514,0.4667,0.0187
165,-0.022,0.0144,1.0006,3.3171e-04,0.0001,0.0001,0.1,189.59,1,0.0000,1.0000,0.0000,-221.84,1.6,8.3536,0.5000,0.0351
166,0.0178,0.0153,1.0185,3.3171e-04,0.0001,0.0001,0.1,240.69,3,6.1394,0.3333,0.0095,-40.85,1.6,5.3208,0.3000,0.0279
167,-0.0302,0.0107,1.0040,3.3171e-04,0.0001,0.0001,0.1,19.63,1,0.0000,1.0000,0.0000,-100.70,2.2,-13.5065,0.2500,0.0427
168,-0.0414,0.0086,0.9652,3.3171e-04,0.0000,0.0001,0.1,-352.72,3,-10.5914,0.3333,0.0353,-366.20,1.4,2.6955,0.5000,0.0600
169,-0.004,0.0065,0.9813,3.3171e-04,0.0001,0.0001,0.1,-267.49,1,0.0000,0.0000,0.0267,41.73,1.8,-1.9287,0.3000,0.0350
170,0.0114,0.0083,1.0392,3.3171e-04,0.0001,0.0001,0.1,550.96,1,0.0000,1.0000,0.0000,-424.53,1.6,6.0382,0.2000,0.0434
171,0.1344,0.0065,1.1179,3.3171e-04,0.0002,0.0001,0.1,1229.31,2,309.0934,1.0000,0.0000,-355.97,1.8,-8.4660,0.3000,0.0520
172,0.0177,0.0068,1.0000,3.3171e-04,0.0001,0.0001,0.1,0.00,0,0.0000,0.0000,0.0000,167.29,1.0,27.9994,0.4000,0.0139
173,0.0338,0.0057,1.0335,3.3171e-04,0.0000,0.0001,0.1,425.76,1,0.0000,1.0000,0.0000,-336.78,1.4,-5.4698,0.1000,0.0377
174,-0.015,0.0063,0.9964,3.3171e-04,0.0000,0.0001,0.1,73.79,2,4.8674,0.5000,0.0083,-439.16,1.6,-13.1370,0.0667,0.0535
175,-0.0499,0.0071,0.9296,3.3171e-04,0.0001,0.0001,0.1,-320.14,1,0.0000,0.0000,0.0320,268.97,1.2,3.0341,0.7000,0.0021
176,-0.0188,0.0049,0.9721,3.3171e-04,0.0000,0.0001,0.1,-69.25,2,-0.9168,0.5000,0.0634,693.15,1.4,10.6858,0.9000,0.0057
177,0.0412,0.0086,1.0000,3.3171e-04,0.0001,0.0001,0.1,0.00,0,0.0000,0.0000,0.0000,38.34,1.2,-2.1089,0.5000,0.0150
178,0.0355,0.0093,0.9942,3.3171e-04,0.0001,0.0001,0.1,382.02,2,25.0277,1.0000,0.0000,80.05,1.6,-12.2581,0.3000,0.0143
179,0.0331,0.0101,0.9919,3.3171e-04,0.0000,0.0001,0.1,-255.23,1,0.0000,0.0000,0.0255,-253.37,1.2,-3.2452,0.0000,0.0253
180,-0.0394,0.0083,0.9757,3.1512e-04,0.0001,0.0001,0.1,-125.30,1,0.0000,0.0000,0.0125,219.62,0.6,0.0000,0.4000,0.0013
181,-0.1036,-0.0003,0.8967,3.1512e-04,0.0001,0.0001,0.1,-138.62,1,0.0000,0.0000,0.0139,52.88,1.4,-3.5678,0.6000,0.0248
182,-0.1122,0.0026,0.9001,3.1512e-04,0.0001,0.0001,0.1,-532.71,1,0.0000,0.0000,0.0533,-278.80,2.4,-4.0530,0.3667,0.0551
183,-0.0189,0.0021,0.9654,3.1512e-04,0.0001,0.0001,0.1,-545.62,3,-51.8979,0.0000,0.0546,84.86,2.2,2.5709,0.4667,0.0141
184,-0.0079,0.0,0.9828,3.1512e-04,0.0000,0.0001,0.1,-256.03,1,0.0000,0.0000,0.0256,73.15,1.4,0.7778,0.9000,0.0086
185,0.008,-0.0014,0.9857,3.1512e-04,0.0003,0.0001,0.1,-572.12,1,0.0000,0.0000,0.0572,-303.45,1.0,-2.4741,0.3000,0.0361
186,-0.0704,-0.0041,0.9169,3.1512e-04,0.0000,0.0001,0.1,-841.88,1,0.0000,0.0000,0.0842,174.48,1.4,6.1261,0.6000,0.0119
187,0.1723,-0.008,1.1137,3.1512e-04,0.0000,0.0001,0.1,1636.50,2,17.5561,1.0000,0.0000,-25.36,2.0,25.8381,0.3333,0.0509
188,-0.0082,-0.0026,0.9821,3.1512e-04,0.0001,0.0001,0.1,-247.56,1,0.0000,0.0000,0.0248,-427.51,1.8,-5.3724,0.3000,0.0593
189,0.0064,-0.0012,1.0272,3.1512e-04,0.0001,0.0001,0.1,-607.46,3,-13.3381,0.3333,0.0607,162.28,2.0,6.7994,0.6167,0.0279
190,0.0008,-0.0003,1.0014,3.1512e-04,0.0001,0.0001,0.1,139.32,1,0.0000,1.0000,0.0000,-59.62,2.6,-33.2609,0.3800,0.0520
191,0.0811,0.0022,1.0865,3.1512e-04,0.0001,0.0001,0.1,793.63,1,0.0000,1.0000,0.0000,-520.79,1.2,-8.8026,0.1000,0.0565
192,0.0525,0.0055,1.0727,3.1512e-04,0.0001,0.0001,0.1,-165.87,1,0.0000,0.0000,0.0166,-395.08,1.8,-5.7151,0.3000,0.0499
193,-0.0119,0.0067,0.9847,3.1512e-04,0.0002,0.0001,0.1,0.76,1,0.0000,1.0000,0.0000,-414.25,1.8,-3.8955,0.2333,0.0677
194,-0.0024,0.0068,0.9885,3.1512e-04,0.0002,0.0001,0.1,43.60,1,0.0000,1.0000,0.0000,-378.34,2.2,0.4682,0.4000,0.0663
195,0.0268,0.0074,1.0206,3.1512e-04,0.0001,0.0001,0.1,13.48,1,0.0000,1.0000,0.0000,152.85,0.8,0.0000,0.4000,0.0338
196,-0.0516,-0.0,0.9636,3.1512e-04,0.0000,0.0001,0.1,-443.07,2,-6.6759,0.5000,0.0726,-241.37,1.6,-199.6983,0.3000,0.0329
197,-0.0845,-0.0041,0.9302,3.1512e-04,0.0000,0.0001,0.1,-439.64,3,-8.7678,0.3333,0.0440,-371.05,2.0,-5.6858,0.5000,0.0502
198,0.051,-0.0034,1.0139,3.1512e-04,0.0001,0.0001,0.1,28.97,1,0.0000,1.0000,0.0000,-121.66,1.2,22.4108,0.4000,0.0198
199,-0.0422,-0.0045,0.9849,3.1512e-04,0.0000,0.0001,0.1,198.43,2,26.9713,1.0000,0.0000,-195.12,1.4,-5.1485,0.2667,0.0300
