episode,train_profit,oos_profit_fixed,oos_profit_median,oos_profit_mean,oos_win_rate,oos_consistency,train_trades,oos_trades,train_win_rate,train_sharpe,oos_sharpe,loss,epsilon
233,414.96,852.49,244.05,365.74,0.457,1.000,13,7.0,0.308,2.350,1.830,0.000355,0.498
234,-762.98,655.60,518.94,573.61,0.507,1.000,18,4.2,0.500,-2.588,4.644,0.000342,0.497
235,-72.43,551.19,94.01,130.32,0.496,0.600,18,7.2,0.389,-0.290,0.876,0.000360,0.493
236,2292.30,934.65,905.79,917.33,0.567,1.000,20,3.6,0.800,12.382,12.427,0.000360,0.458
237,-957.49,450.92,450.92,450.92,0.750,1.000,23,4.0,0.304,-5.353,8.147,0.000375,0.474
238,977.29,-78.88,-204.03,-207.55,0.460,0.200,16,10.4,0.438,2.203,-1.460,0.000335,0.474
239,1225.78,1135.88,1000.29,800.39,0.469,1.000,21,10.2,0.667,3.384,3.079,0.000344,0.500
240,-0.12,1955.68,1554.97,1635.11,0.420,1.000,23,4.8,0.609,-0.000,6.640,0.000332,0.500
241,2426.85,850.81,829.22,688.12,0.438,1.000,21,9.6,0.619,3.889,2.348,0.000348,0.465
242,-1390.14,277.69,85.87,162.60,0.610,1.000,17,6.6,0.412,-3.982,1.645,0.000369,0.472
243,1278.42,1587.18,1587.18,1587.18,0.455,1.000,16,11.0,0.625,5.832,5.008,0.000371,0.468
244,609.72,653.07,741.31,813.81,0.397,1.000,15,12.6,0.467,4.061,2.207,0.000347,0.500
245,1943.68,498.05,498.05,498.05,0.600,1.000,18,5.0,0.611,7.656,3.355,0.000349,0.496
246,2565.62,2021.50,2017.37,2019.02,0.610,1.000,9,6.6,0.889,13.911,8.729,0.000350,0.461
247,-178.23,1001.36,1001.36,1001.36,1.000,1.000,12,1.0,0.250,-2.829,0.000,0.000333,0.471
248,3455.97,834.56,834.56,834.56,0.667,1.000,20,3.0,0.700,6.764,13.345,0.000383,0.467
249,547.10,917.99,917.99,917.99,0.571,1.000,21,7.0,0.476,2.682,3.519,0.000362,0.469
250,1092.92,1100.07,1222.02,1151.41,0.793,1.000,13,7.6,0.615,3.016,5.985,0.000352,0.478
251,269.87,1706.97,1706.97,1706.97,1.000,1.000,13,2.0,0.615,1.454,68.699,0.000376,0.474
252,-1033.98,237.43,237.43,271.74,0.324,1.000,9,6.2,0.556,-4.805,2.672,0.000355,0.469
253,739.71,2140.84,1733.45,1814.93,0.590,1.000,14,6.8,0.643,3.088,5.393,0.000332,0.500
254,197.69,1566.05,1566.05,1488.85,0.717,1.000,16,3.6,0.562,0.373,13.494,0.000376,0.496
255,-1356.39,1164.86,1164.86,1164.86,0.750,1.000,11,4.0,0.273,-10.386,8.351,0.000360,0.461
256,1819.29,740.87,740.87,761.03,0.500,1.000,12,10.4,0.750,4.149,2.647,0.000396,0.474
257,1265.70,768.82,768.82,799.89,0.529,1.000,15,7.6,0.667,8.722,3.179,0.000333,0.469
258,-387.04,1701.40,1564.58,1607.28,0.564,1.000,14,6.8,0.500,-1.125,9.679,0.000374,0.478
259,-820.67,1288.71,1288.71,1379.05,0.569,1.000,15,6.0,0.267,-4.791,8.854,0.000306,0.474
260,182.77,1040.42,1040.42,1110.19,0.670,1.000,11,4.8,0.636,1.828,6.841,0.000352,0.469
261,1771.04,0.00,0.00,253.53,0.200,0.200,11,1.0,0.636,7.465,0.000,0.000365,0.471
262,-1224.62,821.05,821.05,821.05,1.000,1.000,13,1.0,0.462,-3.268,0.000,0.000316,0.467
263,-457.14,847.66,847.66,899.23,0.817,1.000,12,2.8,0.500,-3.000,65.319,0.000364,0.471
264,-258.40,131.33,131.33,130.95,0.443,0.600,13,6.8,0.462,-0.724,0.896,0.000335,0.475
265,-815.40,1282.37,1265.27,1191.64,0.529,1.000,13,6.4,0.385,-8.597,5.232,0.000368,0.485
266,1360.16,697.16,1049.97,1035.14,0.800,1.000,12,2.6,0.750,8.827,11.630,0.000307,0.481
267,-28.14,1313.48,1313.48,1335.14,0.420,1.000,11,5.2,0.636,-0.108,6.496,0.000357,0.482
268,-240.70,-172.07,-172.07,-171.98,0.420,0.200,11,4.8,0.364,-4.186,-0.981,0.000318,0.478
269,-320.21,1460.88,1460.88,1395.56,0.850,1.000,12,3.8,0.500,-1.164,16.076,0.000316,0.490
270,3005.05,1282.78,962.45,871.38,0.487,1.000,14,14.4,0.500,7.207,2.162,0.000334,0.485
271,353.75,-738.65,404.98,361.06,0.500,0.800,11,7.6,0.727,0.942,0.817,0.000293,0.481
272,-891.68,94.48,1083.58,961.33,0.514,1.000,12,7.4,0.333,-3.002,4.452,0.000361,0.481
273,-92.86,486.66,486.66,696.81,0.317,1.000,12,3.8,0.417,-0.402,5.526,0.000341,0.477
274,2094.93,558.06,700.32,767.15,0.660,1.000,11,4.6,0.727,7.707,6.262,0.000373,0.472
275,-1097.71,-155.14,1.09,148.42,0.427,0.600,8,8.4,0.375,-11.188,0.835,0.000343,0.500
276,-217.94,-286.72,-286.72,-303.31,0.347,0.200,7,5.8,0.429,-1.794,-1.920,0.000338,0.496
277,517.52,464.28,444.29,403.08,0.693,1.000,11,5.8,0.636,1.851,3.882,0.000314,0.496
278,-330.59,-562.33,-562.33,-501.88,0.456,0.200,14,8.8,0.214,-0.446,-2.917,0.000372,0.497
279,573.42,-1570.55,-982.89,-899.58,0.363,0.200,11,8.2,0.545,5.525,-4.621,0.000386,0.500
280,-817.93,-985.04,-985.04,-786.76,0.509,0.200,14,9.8,0.429,-2.847,-3.251,0.000351,0.465
281,4382.62,-55.81,-155.93,-61.22,0.501,0.200,11,13.6,0.636,13.883,-0.156,0.000341,0.498
282,771.56,276.18,-82.43,11.47,0.394,0.400,11,13.2,0.727,9.018,0.053,0.000330,0.464
283,1710.25,1247.81,1098.26,1078.56,0.457,1.000,12,6.6,0.917,7.728,4.193,0.000308,0.472
284,1173.15,-185.32,-352.68,-305.35,0.414,0.200,11,12.2,0.545,4.975,-0.854,0.000325,0.493
285,487.40,369.95,369.95,353.37,0.511,0.800,12,9.8,0.583,3.371,1.857,0.000300,0.500
286,-520.24,687.18,368.15,388.83,0.573,0.800,14,8.4,0.357,-2.354,2.386,0.000318,0.500
287,-258.71,963.60,1062.03,1252.73,0.580,1.000,18,10.0,0.556,-1.245,4.554,0.000301,0.496
288,142.10,1630.23,1234.79,1246.10,0.600,1.000,15,12.0,0.467,0.878,3.490,0.000301,0.491
289,3459.94,399.30,541.84,621.57,0.475,1.000,12,8.0,0.750,12.992,2.710,0.000341,0.487
290,-1736.16,351.80,330.76,400.37,0.500,0.800,15,10.4,0.267,-6.729,1.454,0.000347,0.488
291,3272.74,121.98,121.98,197.99,0.569,0.600,11,8.8,0.818,9.612,1.293,0.000331,0.484
292,2013.36,-265.30,-265.30,-104.90,0.687,0.200,11,5.8,0.727,11.847,0.445,0.000348,0.481
293,-1269.63,23.22,155.30,261.40,0.567,1.000,17,6.0,0.471,-3.209,1.859,0.000321,0.477
294,1203.89,-840.88,-753.32,-563.19,0.421,0.200,11,7.6,0.636,3.303,-3.114,0.000355,0.475
295,-669.18,-915.05,-784.89,-598.14,0.233,0.200,13,9.4,0.385,-2.832,-2.955,0.000346,0.477
296,1036.71,530.32,530.32,530.32,0.750,1.000,18,4.0,0.611,4.033,5.320,0.000360,0.481
297,-871.55,-308.88,-450.78,-337.34,0.394,0.200,12,11.2,0.583,-2.989,-1.225,0.000375,0.477
298,-596.27,321.79,459.95,545.83,0.660,1.000,12,4.6,0.417,-2.110,6.064,0.000378,0.491
299,2447.12,752.43,752.43,817.34,0.731,1.000,18,6.6,0.722,8.513,4.963,0.000357,0.457
