episode,reward,profit_dollars,num_trades,sharpe_ratio,win_rate,max_drawdown,loss,avg_loss,epsilon,oos_profit_dollars,oos_num_trades,oos_sharpe_ratio,oos_win_rate,oos_max_drawdown,target_achieved,profit_gap,quality_score
191,0.2335,582.28,2,4.516,0.500,0.065,0.0019,0.0022,0.124,1623.60,7,7.627,0.857,0.018,1,-82.28,87.5
192,0.0696,-618.16,4,-15.201,0.000,0.062,0.0018,0.0022,0.113,0.00,1,0.000,0.000,0.000,0,1118.16,0.0
193,-0.4683,-1122.81,2,-17.277,0.000,0.112,0.0016,0.0022,0.123,113.40,2,11.849,0.500,0.002,0,1622.81,0.0
194,0.2019,598.80,1,0.000,1.000,0.000,0.0019,0.0022,0.112,0.00,1,0.000,0.000,0.000,1,-98.80,80.0
195,0.5807,1436.46,4,20.115,1.000,0.000,0.0015,0.0021,0.122,776.48,12,4.880,0.417,0.043,1,-936.46,100.0
196,0.2468,527.10,3,5.631,0.333,0.034,0.0015,0.0021,0.133,0.00,1,0.000,0.000,0.000,1,-27.10,83.3
197,-0.3212,-951.22,3,-10.915,0.333,0.112,0.0020,0.0020,0.121,1918.58,2,14.125,0.500,0.010,0,1451.22,0.0
198,0.7038,3605.59,1,0.000,1.000,0.000,0.0017,0.0020,0.131,1139.85,1,0.000,1.000,0.000,1,-3105.59,80.0
199,0.2755,628.63,5,3.663,0.400,0.068,0.0017,0.0020,0.119,2108.45,10,8.843,0.800,0.044,1,-128.63,85.0
200,0.1437,281.30,5,4.548,0.400,0.015,0.0019,0.0020,0.130,1385.68,6,7.146,0.667,0.044,0,218.70,67.5
201,-0.1072,-94.35,1,0.000,0.000,0.009,0.0015,0.0019,0.118,857.24,3,13.967,0.667,0.002,0,594.35,7.5
202,-0.0070,89.07,3,3.919,0.667,0.013,0.0016,0.0019,0.129,612.59,7,4.968,0.571,0.016,0,410.93,58.8
203,0.3385,658.05,3,11.739,0.667,0.018,0.0019,0.0019,0.117,477.93,1,0.000,1.000,0.000,1,-158.05,91.7
204,0.2029,463.43,1,0.000,1.000,0.000,0.0020,0.0019,0.127,0.00,1,0.000,0.000,0.000,0,36.57,77.1
205,-0.1101,0.00,1,0.000,0.000,0.000,0.0017,0.0019,0.116,0.00,1,0.000,0.000,0.000,0,500.00,15.0
206,0.3135,592.40,2,228.921,1.000,0.000,0.0016,0.0018,0.126,0.00,1,0.000,0.000,0.000,1,-92.40,100.0
207,-0.3341,-817.68,4,-4.530,0.500,0.136,0.0013,0.0018,0.115,0.00,0,0.000,0.000,0.000,0,1317.68,0.0
208,0.0050,248.54,1,0.000,1.000,0.000,0.0016,0.0018,0.125,0.00,1,0.000,0.000,0.000,0,251.46,59.9
209,-0.1924,-299.39,2,-26.413,0.000,0.030,0.0014,0.0018,0.113,394.28,9,1.979,0.667,0.060,0,799.39,0.0
210,0.2563,662.55,3,5.947,0.333,0.033,0.0020,0.0018,0.123,552.78,6,4.487,0.500,0.058,1,-162.55,83.3
211,-0.2167,-1015.27,5,-11.101,0.200,0.102,0.0016,0.0018,0.112,1768.35,1,0.000,1.000,0.000,0,1515.27,0.0
212,0.0683,148.86,2,4.355,0.500,0.019,0.0014,0.0017,0.122,960.61,4,13.050,0.750,0.002,0,351.14,59.4
213,0.0870,210.23,4,5.705,0.750,0.016,0.0012,0.0017,0.133,-220.76,3,-35.405,0.000,0.022,0,289.77,70.6
214,0.2573,381.71,5,9.945,0.800,0.010,0.0015,0.0017,0.121,156.51,1,0.000,1.000,0.000,0,118.29,85.5
215,0.0968,173.33,6,2.135,0.333,0.031,0.0013,0.0016,0.132,857.24,3,13.967,0.667,0.002,0,326.67,57.2
216,-0.3674,-1206.27,3,-11.973,0.000,0.121,0.0015,0.0016,0.120,0.00,1,0.000,0.000,0.000,0,1706.27,0.0
217,-0.1839,-794.88,2,-10.149,0.500,0.100,0.0016,0.0016,0.130,1542.09,2,21.745,1.000,0.000,0,1294.88,0.0
218,0.6330,2505.49,3,17.866,1.000,0.000,0.0014,0.0016,0.118,0.00,0,0.000,0.000,0.000,1,-2005.49,100.0
219,0.1932,513.98,1,0.000,1.000,0.000,0.0015,0.0016,0.129,0.00,1,0.000,0.000,0.000,1,-13.98,80.0
220,0.2159,609.45,1,0.000,1.000,0.000,0.0015,0.0016,0.117,675.87,5,8.077,0.800,0.028,1,-109.45,80.0
221,0.0467,-50.97,3,-49.457,0.000,0.005,0.0013,0.0016,0.128,0.00,1,0.000,0.000,0.000,0,550.97,10.9
222,0.3233,1130.15,4,8.859,0.500,0.004,0.0013,0.0016,0.116,466.03,1,0.000,1.000,0.000,1,-630.15,87.5
223,0.4285,1136.18,2,95.472,1.000,0.000,0.0013,0.0015,0.105,1529.78,7,7.956,0.857,0.018,1,-636.18,100.0
224,-0.3000,-916.58,2,-9.759,0.500,0.117,0.0015,0.0015,0.115,0.00,0,0.000,0.000,0.000,0,1416.58,0.0
225,-0.0112,86.72,1,0.000,1.000,0.000,0.0014,0.0015,0.104,0.00,1,0.000,0.000,0.000,0,413.28,46.9
226,-0.1766,0.00,1,0.000,0.000,0.000,0.0016,0.0015,0.114,199.94,3,11.284,0.667,0.003,0,500.00,15.0
227,-0.2900,-895.41,1,0.000,0.000,0.090,0.0015,0.0015,0.103,2047.10,5,10.562,0.600,0.011,0,1395.41,0.0
228,0.6497,1996.64,7,12.407,0.714,0.025,0.0010,0.0015,0.094,1993.73,1,0.000,1.000,0.000,1,-1496.64,92.9
229,-0.2421,-235.21,1,0.000,0.000,0.024,0.0013,0.0014,0.102,1294.25,11,6.167,0.455,0.044,0,735.21,0.0
230,0.0721,312.94,2,17.618,1.000,0.000,0.0012,0.0014,0.093,0.00,1,0.000,0.000,0.000,0,187.06,85.0
231,-0.2173,-480.82,1,0.000,0.000,0.048,0.0014,0.0014,0.101,466.03,1,0.000,1.000,0.000,0,980.82,0.0
232,-0.3604,-447.40,4,-18.942,0.000,0.045,0.0011,0.0014,0.092,1762.40,3,25.334,1.000,0.000,0,947.40,0.0
233,-0.1953,-307.23,9,-2.425,0.444,0.072,0.0014,0.0014,0.100,831.27,11,5.704,0.545,0.035,0,807.23,1.5
234,-0.1007,-20.39,1,0.000,0.000,0.002,0.0013,0.0014,0.091,0.00,0,0.000,0.000,0.000,0,520.39,13.4
235,0.1332,398.09,1,0.000,1.000,0.000,0.0013,0.0014,0.099,466.03,1,0.000,1.000,0.000,0,101.91,71.8
236,-0.1874,0.00,1,0.000,0.000,0.000,0.0015,0.0014,0.108,0.00,1,0.000,0.000,0.000,0,500.00,15.0
237,-0.5447,-1120.54,5,-8.430,0.400,0.112,0.0013,0.0014,0.098,189.21,2,4.306,0.500,0.025,0,1620.54,0.0
238,0.0151,-252.54,5,-2.097,0.600,0.075,0.0010,0.0014,0.107,141.30,10,1.406,0.400,0.045,0,752.54,9.8
239,0.1920,474.99,3,3.170,0.333,0.058,0.0013,0.0013,0.097,466.03,1,0.000,1.000,0.000,0,25.01,81.3
240,0.0327,486.06,3,12.490,0.667,0.005,0.0011,0.0013,0.106,0.00,1,0.000,0.000,0.000,0,13.94,90.6
241,-0.1396,-225.64,4,-6.434,0.250,0.039,0.0011,0.0013,0.096,857.24,3,13.967,0.667,0.002,0,725.64,3.2
242,0.0451,0.00,1,0.000,0.000,0.000,0.0010,0.0013,0.087,1702.34,15,4.299,0.667,0.030,0,500.00,15.0
243,-0.1408,119.22,3,0.395,0.333,0.159,0.0010,0.0013,0.095,-115.40,2,-31.615,0.000,0.012,0,380.78,31.8
244,-0.4516,-1207.04,4,-15.263,0.250,0.121,0.0011,0.0013,0.103,1101.93,6,8.500,0.833,0.020,0,1707.04,0.0
245,0.1373,480.44,1,0.000,1.000,0.000,0.0009,0.0012,0.094,466.03,1,0.000,1.000,0.000,0,19.56,78.4
246,-0.0056,-270.63,4,-3.186,0.500,0.062,0.0013,0.0012,0.085,0.00,0,0.000,0.000,0.000,0,770.63,5.8
247,0.3648,1248.78,4,10.409,0.500,0.019,0.0011,0.0012,0.093,0.00,1,0.000,0.000,0.000,1,-748.78,87.5
248,-0.1200,0.00,1,0.000,0.000,0.000,0.0012,0.0012,0.101,1637.36,11,7.812,0.545,0.022,0,500.00,15.0
249,-0.1238,-320.85,2,-4.817,0.500,0.066,0.0011,0.0012,0.092,0.00,1,0.000,0.000,0.000,0,820.85,1.8
250,-0.2534,-824.37,3,-15.096,0.000,0.082,0.0008,0.0012,0.083,0.00,0,0.000,0.000,0.000,0,1324.37,0.0
251,-0.1539,0.00,1,0.000,0.000,0.000,0.0010,0.0012,0.091,0.00,1,0.000,0.000,0.000,0,500.00,15.0
252,0.0452,245.90,1,0.000,1.000,0.000,0.0010,0.0011,0.083,0.00,0,0.000,0.000,0.000,0,254.10,59.7
253,0.0498,270.49,1,0.000,1.000,0.000,0.0009,0.0011,0.090,0.00,1,0.000,0.000,0.000,0,229.51,61.6
254,0.4023,605.24,5,4.261,0.600,0.042,0.0011,0.0011,0.098,0.00,0,0.000,0.000,0.000,1,-105.24,90.0
255,-0.1815,136.04,1,0.000,1.000,0.000,0.0010,0.0011,0.089,1473.82,13,4.412,0.692,0.030,0,363.96,50.9
256,-0.6446,-1144.86,1,0.000,0.000,0.114,0.0010,0.0011,0.097,466.03,1,0.000,1.000,0.000,0,1644.86,0.0
257,-0.1414,-504.08,4,-10.978,0.250,0.050,0.0011,0.0011,0.088,0.00,1,0.000,0.000,0.000,0,1004.08,0.0
258,-0.4696,-1281.96,2,-308.298,0.000,0.128,0.0014,0.0011,0.096,0.00,0,0.000,0.000,0.000,0,1781.96,0.0
259,-0.3743,-1102.68,2,-37.434,0.000,0.110,0.0011,0.0011,0.087,0.00,1,0.000,0.000,0.000,0,1602.68,0.0
260,-0.0296,6.75,2,0.204,0.500,0.026,0.0009,0.0011,0.095,0.00,0,0.000,0.000,0.000,0,493.25,30.1
261,-0.2635,-1032.69,5,-7.995,0.400,0.125,0.0009,0.0011,0.104,0.00,0,0.000,0.000,0.000,0,1532.69,0.0
262,-0.0158,-20.92,1,0.000,0.000,0.002,0.0009,0.0010,0.094,0.00,1,0.000,0.000,0.000,0,520.92,13.3
263,-0.3701,-970.90,2,-16.476,0.000,0.097,0.0010,0.0011,0.103,0.00,0,0.000,0.000,0.000,0,1470.90,0.0
264,-0.1456,0.00,1,0.000,0.000,0.000,0.0009,0.0010,0.093,0.00,1,0.000,0.000,0.000,0,500.00,15.0
265,-0.0499,0.00,0,0.000,0.000,0.000,0.0009,0.0010,0.085,339.28,8,5.757,0.500,0.016,0,500.00,15.0
266,-0.1836,-229.51,1,0.000,0.000,0.023,0.0009,0.0010,0.092,0.00,0,0.000,0.000,0.000,0,729.51,0.0
267,-0.0920,-114.42,1,0.000,0.000,0.011,0.0010,0.0010,0.084,0.00,1,0.000,0.000,0.000,0,614.42,5.8
268,0.0188,0.00,1,0.000,0.000,0.000,0.0009,0.0010,0.091,132.66,1,0.000,1.000,0.000,0,500.00,15.0
269,0.0532,-57.01,4,-23.259,0.000,0.006,0.0009,0.0010,0.083,0.00,0,0.000,0.000,0.000,0,557.01,10.4
270,0.1109,-3.35,3,-0.059,0.333,0.036,0.0009,0.0010,0.090,285.78,5,4.220,0.600,0.027,0,503.35,23.1
271,0.4959,1264.97,4,42.720,1.000,0.000,0.0009,0.0010,0.082,0.00,0,0.000,0.000,0.000,1,-764.97,100.0
272,0.1098,-34.69,2,-2.538,0.500,0.012,0.0007,0.0010,0.074,0.00,1,0.000,0.000,0.000,0,534.69,24.7
273,-0.0952,-273.98,2,-9.255,0.500,0.037,0.0009,0.0010,0.081,0.00,1,0.000,0.000,0.000,0,773.98,5.6
274,-0.1233,-194.82,2,-34.325,0.000,0.019,0.0008,0.0010,0.088,0.00,0,0.000,0.000,0.000,0,694.82,0.0
275,0.3887,636.48,4,17.813,0.750,0.005,0.0008,0.0010,0.080,0.00,0,0.000,0.000,0.000,1,-136.48,93.8
276,-0.0499,0.00,0,0.000,0.000,0.000,0.0010,0.0010,0.087,387.67,4,3.318,0.750,0.060,0,500.00,15.0
277,0.3359,1360.13,1,0.000,1.000,0.000,0.0007,0.0009,0.079,466.03,1,0.000,1.000,0.000,1,-860.13,80.0
278,-0.1755,-611.55,3,-19.115,0.000,0.061,0.0007,0.0009,0.087,0.00,0,0.000,0.000,0.000,0,1111.55,0.0
279,0.4348,1129.82,4,8.017,0.500,0.026,0.0007,0.0009,0.079,0.00,0,0.000,0.000,0.000,1,-629.82,87.5
280,-0.0810,15.06,1,0.000,1.000,0.000,0.0008,0.0009,0.086,0.00,1,0.000,0.000,0.000,0,484.94,41.2
281,-0.0678,16.89,2,1.832,0.500,0.006,0.0008,0.0009,0.078,0.00,0,0.000,0.000,0.000,0,483.11,47.2
282,-0.0647,-20.67,1,0.000,0.000,0.002,0.0008,0.0009,0.071,1588.76,8,7.102,0.750,0.051,0,520.67,13.3
283,-0.0499,0.00,0,0.000,0.000,0.000,0.0007,0.0009,0.077,1405.46,5,11.976,0.600,0.007,0,500.00,15.0
284,-0.2898,-792.54,1,0.000,0.000,0.079,0.0006,0.0008,0.070,0.00,0,0.000,0.000,0.000,0,1292.54,0.0
285,-0.0195,-357.50,2,-16.677,0.000,0.036,0.0008,0.0008,0.076,993.73,12,3.592,0.583,0.094,0,857.50,0.0
286,-0.0629,-187.40,2,-3.697,0.500,0.048,0.0008,0.0008,0.069,0.00,1,0.000,0.000,0.000,0,687.40,12.5
287,0.3816,1660.71,2,14.027,0.500,0.009,0.0007,0.0008,0.075,0.00,0,0.000,0.000,0.000,1,-1160.71,87.5
288,0.0224,61.64,1,0.000,1.000,0.000,0.0008,0.0008,0.082,0.00,1,0.000,0.000,0.000,0,438.36,44.9
289,0.0650,208.87,3,1.486,0.333,0.080,0.0009,0.0008,0.075,0.00,0,0.000,0.000,0.000,0,291.13,54.9
290,-0.1141,-455.46,4,-12.018,0.250,0.049,0.0008,0.0008,0.081,0.00,0,0.000,0.000,0.000,0,955.46,0.0
291,0.0107,25.76,1,0.000,1.000,0.000,0.0007,0.0008,0.074,0.00,0,0.000,0.000,0.000,0,474.24,42.1
292,-0.0890,-38.64,1,0.000,0.000,0.004,0.0007,0.0008,0.080,0.00,0,0.000,0.000,0.000,0,538.64,11.9
293,-0.0919,0.00,1,0.000,0.000,0.000,0.0007,0.0008,0.073,0.00,0,0.000,0.000,0.000,0,500.00,15.0
294,-0.3514,-1377.95,2,-15.898,0.000,0.138,0.0007,0.0008,0.080,0.00,1,0.000,0.000,0.000,0,1877.95,0.0
295,0.0752,95.94,4,2.026,0.500,0.017,0.0006,0.0008,0.087,115.73,4,3.773,0.500,0.018,0,404.06,55.2
296,-0.0499,0.00,0,0.000,0.000,0.000,0.0006,0.0007,0.079,0.00,1,0.000,0.000,0.000,0,500.00,15.0
297,-0.3845,-396.62,1,0.000,0.000,0.040,0.0007,0.0007,0.086,0.00,0,0.000,0.000,0.000,0,896.62,0.0
298,0.2980,672.69,2,27.410,1.000,0.000,0.0006,0.0007,0.078,0.00,1,0.000,0.000,0.000,1,-172.69,100.0
299,0.0140,65.57,2,4.724,0.500,0.008,0.0006,0.0007,0.071,0.00,0,0.000,0.000,0.000,0,434.43,52.7
