episode,train_profit,oos_profit_fixed,oos_profit_median,oos_profit_mean,oos_win_rate,oos_consistency,train_trades,oos_trades,train_win_rate,train_sharpe,oos_sharpe,loss,epsilon
120,-275.72,-1307.97,0.00,123.65,0.203,0.455,6,2.7,0.500,-3.592,-2.618,0.002579,0.452
116,-373.78,2493.24,0.00,-131.33,0.515,0.273,10,1.6,0.400,-5.673,-2.501,0.000000,0.471
117,-183.41,2493.24,0.00,-130.13,0.515,0.273,7,1.6,0.429,-2.314,-2.493,0.002445,0.467
121,486.01,-1307.97,0.00,123.65,0.203,0.455,5,2.7,0.600,4.825,-2.618,0.000000,0.452
118,1626.70,2253.37,0.00,-164.82,0.477,0.273,5,1.8,0.600,9.358,-3.449,0.003440,0.462
122,-1828.31,-1307.97,0.00,186.99,0.252,0.455,4,2.7,0.000,-14.959,-2.125,0.001945,0.448
119,-143.75,2253.37,0.00,-164.82,0.477,0.273,12,1.8,0.417,-1.447,-3.449,0.000000,0.462
123,1510.46,-1087.79,0.00,-30.93,0.150,0.455,2,2.6,1.000,788.375,-4.957,0.002382,0.443
124,1154.26,-1087.79,0.00,-30.93,0.150,0.455,4,2.6,1.000,27.848,-4.957,0.000000,0.443
120,1165.98,2253.37,0.00,-177.00,0.189,0.091,14,1.4,0.714,7.164,-0.898,0.001756,0.457
125,-163.61,-1087.79,0.00,89.15,0.194,0.455,5,2.2,0.400,-3.201,-3.207,0.003309,0.439
121,168.62,2253.37,0.00,-177.00,0.189,0.091,7,1.4,0.286,2.614,-0.898,0.000000,0.457
126,-277.49,-1087.79,0.00,89.15,0.194,0.455,7,2.2,0.571,-1.229,-3.207,0.000000,0.439
122,1053.50,2253.37,0.00,-177.00,0.189,0.091,11,1.4,0.545,5.155,-0.898,0.002365,0.453
127,-422.93,-1087.79,0.00,226.14,0.333,0.455,5,1.7,0.400,-3.887,-2.682,0.002449,0.434
123,231.47,2429.61,0.00,-117.91,0.492,0.273,10,1.9,0.700,0.804,-2.849,0.002250,0.448
128,392.55,-883.19,0.00,261.18,0.365,0.455,6,2.1,0.500,2.544,-0.432,0.003055,0.430
124,3333.48,2429.61,0.00,-117.91,0.492,0.273,10,1.9,0.900,12.178,-2.849,0.000000,0.448
129,231.51,-883.19,0.00,261.18,0.365,0.455,9,2.1,0.556,1.982,-0.432,0.000000,0.430
125,280.18,2429.61,0.00,-117.91,0.492,0.273,10,1.9,0.400,2.575,-2.849,0.002140,0.444
130,-571.70,-883.19,0.00,261.18,0.365,0.455,7,2.1,0.571,-6.074,-0.432,0.002666,0.426
126,-252.30,2429.61,0.00,-117.91,0.492,0.273,5,1.9,0.400,-6.813,-2.849,0.000000,0.444
131,-1120.31,-883.19,0.00,261.18,0.365,0.455,7,2.1,0.286,-10.175,-0.432,0.000000,0.426
127,1745.55,2668.35,-136.69,-108.78,0.530,0.273,5,2.6,0.800,18.317,3.860,0.002895,0.439
132,383.37,-857.75,0.00,233.80,0.276,0.455,5,2.1,0.600,5.178,-0.817,0.002536,0.421
128,-1121.45,2668.35,-136.69,-133.48,0.426,0.273,9,3.1,0.222,-7.658,-0.548,0.002495,0.435
133,36.44,-857.75,0.00,233.80,0.276,0.455,7,2.1,0.714,0.206,-0.817,0.002250,0.417
129,271.02,2668.35,-136.69,-133.48,0.426,0.273,11,3.1,0.727,2.525,-0.548,0.000000,0.435
134,-316.04,-857.75,0.00,233.80,0.276,0.455,5,2.1,0.600,-2.250,-0.817,0.000000,0.417
130,1793.44,2668.35,-136.69,-133.48,0.426,0.273,8,3.1,0.375,5.407,-0.548,0.003469,0.431
135,-549.68,-857.75,0.00,-60.15,0.276,0.455,7,2.1,0.714,-7.718,-2.637,0.003284,0.413
131,-798.34,2668.35,-136.69,-133.48,0.426,0.273,7,3.1,0.143,-13.698,-0.548,0.000000,0.431
136,145.91,-857.75,0.00,-60.15,0.276,0.455,6,2.1,0.500,3.919,-2.637,0.000000,0.413
132,402.13,2668.35,-136.69,-133.48,0.426,0.273,13,3.1,0.615,4.134,-0.548,0.002424,0.426
137,718.37,-857.75,0.00,-143.69,0.217,0.182,10,2.1,0.700,8.026,-3.816,0.002123,0.409
133,503.28,2668.35,-136.69,-134.68,0.426,0.273,4,3.1,0.750,9.124,-0.554,0.003227,0.500
138,575.91,-428.62,0.00,-69.85,0.217,0.182,5,2.1,0.600,3.106,-4.830,0.001969,0.405
134,-671.68,2668.35,-136.69,-134.68,0.426,0.273,6,3.1,0.333,-10.193,-0.554,0.000000,0.500
139,2046.62,-428.62,0.00,-69.85,0.217,0.182,7,2.1,0.429,5.760,-4.830,0.000000,0.405
135,3347.17,1707.38,-136.69,-285.26,0.471,0.273,6,3.2,1.000,19.731,-1.998,0.002835,0.495
140,19.29,-428.62,0.00,-42.81,0.245,0.182,9,2.3,0.667,0.341,-4.445,0.001453,0.401
136,-281.76,1707.38,-136.69,-285.26,0.471,0.273,10,3.2,0.500,-1.494,-1.998,0.000000,0.495
141,820.42,-428.62,0.00,-42.81,0.245,0.182,7,2.3,0.714,7.463,-4.445,0.000000,0.401
137,387.89,1562.39,-116.69,-268.03,0.515,0.273,5,4.4,0.600,4.695,-2.183,0.002653,0.490
142,-777.89,-428.62,0.00,-42.81,0.245,0.182,6,2.3,0.667,-7.688,-4.445,0.002861,0.476
138,689.32,1562.39,-116.69,-268.03,0.515,0.273,12,4.4,0.583,7.298,-2.183,0.002088,0.485
143,-205.54,-428.62,0.00,-42.81,0.245,0.182,7,2.3,0.429,-3.792,-4.445,0.003176,0.471
139,-54.09,1562.39,-116.69,-268.03,0.515,0.273,4,4.4,0.500,-0.382,-2.183,0.000000,0.485
144,-652.02,-428.62,0.00,-42.81,0.245,0.182,10,2.3,0.400,-6.986,-4.445,0.000000,0.471
140,-314.10,1481.85,-69.16,78.89,0.506,0.273,10,4.5,0.600,-4.749,-0.385,0.002182,0.480
145,-7.32,-428.62,0.00,-92.14,0.189,0.182,10,1.9,0.300,-0.079,-5.185,0.002021,0.467
141,465.41,1481.85,-69.16,78.89,0.506,0.273,8,4.5,0.500,3.930,-0.385,0.000000,0.480
146,74.92,-428.62,0.00,-92.14,0.189,0.182,8,1.9,0.500,0.521,-5.185,0.000000,0.467
142,-2077.53,1481.85,-69.16,79.71,0.550,0.364,11,3.5,0.364,-7.286,5.413,0.002634,0.475
147,-1433.99,-428.62,0.00,-69.85,0.217,0.182,10,2.1,0.200,-8.323,-4.830,0.001798,0.462
143,2076.17,1543.15,-69.16,78.72,0.458,0.273,12,3.0,0.750,7.152,-4.227,0.001841,0.471
148,-697.46,-428.62,0.00,-69.85,0.217,0.182,5,2.1,0.200,-8.850,-4.830,0.002233,0.457
144,-708.99,1543.15,-69.16,78.72,0.458,0.273,9,3.0,0.222,-7.498,-4.227,0.000000,0.471
149,-6.08,-428.62,0.00,-69.85,0.217,0.182,5,2.1,0.800,-0.162,-4.830,0.000000,0.457
145,-718.25,1214.88,-18.80,62.34,0.485,0.273,12,2.5,0.167,-6.185,-0.533,0.001928,0.466
146,-1385.56,1214.88,-18.80,62.34,0.485,0.273,10,2.5,0.100,-9.998,-0.533,0.000000,0.466
147,-574.00,1504.81,84.92,229.98,0.539,0.727,6,2.2,0.667,-3.456,7.384,0.003670,0.461
148,-162.98,1343.15,84.92,215.29,0.539,0.727,11,2.2,0.455,-1.353,7.274,0.002034,0.457
149,-485.66,1343.15,84.92,215.29,0.539,0.727,7,2.2,0.000,-24.898,7.274,0.000000,0.457
