episode,reward,avg_reward,cumulative_reward,lr,loss,avg_loss,epsilon,profit_dollars,num_trades,sharpe_ratio,win_rate,max_drawdown,oos_profit_dollars,oos_num_trades,oos_sharpe_ratio,oos_win_rate,oos_max_drawdown
226,-0.0475,-0.0102,0.9281,8.1451e-04,0.0000,0.0001,0.3,14.46,3,0.2683,0.3333,0.0370,273.78,1.8,40.2032,0.6333,0.0108
227,0.0194,-0.0085,1.0141,8.1451e-04,0.0000,0.0001,0.3,590.96,1,0.0000,1.0000,0.0000,-117.47,0.8,0.0000,0.4000,0.0378
228,0.0163,-0.0098,0.9990,8.1451e-04,0.0001,0.0001,0.3,223.43,1,0.0000,1.0000,0.0000,-107.86,1.0,2.9910,0.1000,0.0168
229,-0.0434,-0.0093,0.9639,8.1451e-04,0.0000,0.0001,0.3,-113.81,1,0.0000,0.0000,0.0114,-123.20,1.0,-0.0253,0.2000,0.0289
230,-0.0235,-0.0103,0.9659,8.1451e-04,0.0001,0.0001,0.3,10.87,1,0.0000,1.0000,0.0000,-323.51,2.6,-6.4436,0.4167,0.0543
231,0.0467,-0.0091,1.0441,8.1451e-04,0.0001,0.0001,0.3,436.48,2,7.3741,0.5000,0.0252,-146.92,1.6,-2.7981,0.3667,0.0265
232,0.0099,-0.0063,0.9990,8.1451e-04,0.0011,0.0001,0.3,-68.45,2,-17.0552,0.0000,0.0068,261.37,1.6,9.2675,0.6333,0.0085
233,0.0158,-0.0049,1.0085,8.1451e-04,0.0001,0.0001,0.3,126.93,1,0.0000,1.0000,0.0000,-298.05,1.6,-4.2133,0.6333,0.0501
234,0.0412,-0.0009,1.0286,8.1451e-04,0.0000,0.0001,0.3,-251.01,1,0.0000,0.0000,0.0251,18.66,1.0,-4.7594,0.4000,0.0111
235,0.047,0.0025,1.0420,8.1451e-04,0.0002,0.0001,0.3,528.47,1,0.0000,1.0000,0.0000,7.45,1.2,-0.8130,0.5333,0.0082
236,0.0311,0.0045,1.0610,8.1451e-04,0.0001,0.0001,0.3,0.00,0,0.0000,0.0000,0.0000,-348.35,1.8,-18.9406,0.0667,0.0375
237,-0.0697,0.0024,0.9154,8.1451e-04,0.0002,0.0001,0.3,59.03,1,0.0000,1.0000,0.0000,371.90,2.0,94.7052,0.6333,0.0147
238,0.0908,0.006,1.0942,8.1451e-04,0.0001,0.0001,0.3,0.00,0,0.0000,0.0000,0.0000,321.92,1.4,2.8721,0.5667,0.0132
239,0.0117,0.0062,1.0119,8.1451e-04,0.0001,0.0001,0.3,-108.68,1,0.0000,0.0000,0.0109,135.56,1.6,35.6601,0.5000,0.0120
240,-0.0031,0.003,0.9912,8.1451e-04,0.0001,0.0001,0.3,188.72,3,7.5464,0.6667,0.0118,-499.24,1.4,-2.3091,0.2000,0.0560
241,-0.1703,-0.0085,0.8420,8.1451e-04,0.0001,0.0001,0.3,-0.76,1,0.0000,0.0000,0.0001,-255.95,2.0,-104.7701,0.2667,0.0346
242,0.0075,-0.0087,0.9925,8.1451e-04,0.0002,0.0001,0.3,-145.89,1,0.0000,0.0000,0.0146,-129.88,2.0,-28.4156,0.4000,0.0438
243,-0.0627,-0.0123,0.9384,8.1451e-04,0.0004,0.0001,0.3,0.00,0,0.0000,0.0000,0.0000,151.73,0.4,0.0000,0.2000,0.0022
244,0.0416,-0.0095,1.0391,8.1451e-04,0.0001,0.0001,0.3,0.00,0,0.0000,0.0000,0.0000,-53.79,1.2,0.2790,0.3000,0.0122
245,-0.0118,-0.0092,0.9854,8.1451e-04,0.0000,0.0001,0.3,41.58,1,0.0000,1.0000,0.0000,-139.01,1.0,2.8163,0.2000,0.0185
246,-0.0608,-0.012,0.9465,8.1451e-04,0.0000,0.0001,0.3,-174.95,2,-28.5651,0.0000,0.0175,-163.86,1.2,-7.7161,0.4000,0.0197
247,-0.0018,-0.0114,1.0082,8.1451e-04,0.0003,0.0001,0.3,15.53,1,0.0000,1.0000,0.0000,-400.73,1.2,-1.3152,0.5000,0.0546
248,-0.0684,-0.0119,0.9352,8.1451e-04,0.0005,0.0002,0.3,16.01,2,1.0707,0.5000,0.0109,-0.11,1.4,2.0846,0.4667,0.0221
249,0.0556,-0.0071,1.0517,8.1451e-04,0.0000,0.0002,0.3,764.48,1,0.0000,1.0000,0.0000,-176.56,1.4,-3.0925,0.4000,0.0381
250,-0.0663,-0.0078,0.9351,7.7378e-04,0.0003,0.0002,0.3,-558.03,1,0.0000,0.0000,0.0558,64.18,1.2,5.0263,0.5000,0.0069
251,0.0578,-0.0036,1.0496,7.7378e-04,0.0001,0.0002,0.3,442.13,2,53.3762,1.0000,0.0000,182.80,1.0,0.3453,0.3333,0.0115
252,0.0462,-0.0025,1.0369,7.7378e-04,0.0001,0.0002,0.3,617.03,2,23.4197,1.0000,0.0000,-200.86,1.0,-0.0645,0.3333,0.0330
253,-0.0042,-0.0033,0.9792,7.7378e-04,0.0001,0.0002,0.3,338.05,1,0.0000,1.0000,0.0000,58.73,1.0,4.5257,0.4000,0.0187
254,0.0594,0.0008,1.0669,7.7378e-04,0.0001,0.0002,0.3,725.73,1,0.0000,1.0000,0.0000,32.99,1.4,2.1912,0.5333,0.0161
255,-0.0072,0.0014,0.9791,7.7378e-04,0.0002,0.0002,0.3,-110.05,2,-11.5325,0.5000,0.0130,-328.97,1.6,4.0350,0.2000,0.0640
256,-0.081,-0.0037,0.9244,7.7378e-04,0.0002,0.0002,0.3,-541.38,1,0.0000,0.0000,0.0541,-228.55,1.8,-9.2427,0.3500,0.0511
257,0.0438,-0.0023,1.0482,7.7378e-04,0.0002,0.0002,0.3,564.81,2,23.9533,1.0000,0.0000,-201.95,1.6,-164.9030,0.2000,0.0226
258,-0.0487,-0.0049,0.9478,7.7378e-04,0.0000,0.0001,0.3,0.00,0,0.0000,0.0000,0.0000,-87.72,1.4,3.0681,0.3000,0.0357
259,-0.0131,-0.0071,0.9681,7.7378e-04,0.0000,0.0001,0.3,-57.56,1,0.0000,0.0000,0.0058,-481.05,1.6,-14.0328,0.2333,0.0548
260,0.0071,-0.0087,0.9949,7.7378e-04,0.0002,0.0001,0.3,99.32,1,0.0000,1.0000,0.0000,-212.44,1.8,-8.3346,0.3667,0.0323
261,-0.047,-0.0118,0.9700,7.7378e-04,0.0000,0.0001,0.3,-485.75,2,-26.4701,0.0000,0.0486,-531.05,2.4,-17.3618,0.4333,0.0727
262,0.0073,-0.0087,1.0202,7.7378e-04,0.0000,0.0001,0.3,-116.50,1,0.0000,0.0000,0.0117,63.61,1.8,-45.1615,0.6333,0.0147
263,-0.1567,-0.0186,0.8655,7.7378e-04,0.0002,0.0001,0.3,-630.46,1,0.0000,0.0000,0.0630,-490.32,1.2,-55.6522,0.1000,0.0563
264,0.0207,-0.0182,0.9867,7.7378e-04,0.0002,0.0001,0.3,261.52,1,0.0000,1.0000,0.0000,241.04,1.8,-2.5045,0.5000,0.0080
265,0.0179,-0.0174,1.0160,7.7378e-04,0.0002,0.0001,0.3,58.93,1,0.0000,1.0000,0.0000,105.30,1.0,4.0260,0.5000,0.0328
266,-0.1393,-0.0162,0.8629,7.7378e-04,0.0000,0.0001,0.3,-223.46,2,-41.1414,0.0000,0.0223,287.38,0.6,0.0000,0.4000,0.0037
267,0.0448,-0.0147,1.0371,7.7378e-04,0.0000,0.0001,0.3,0.00,0,0.0000,0.0000,0.0000,455.13,1.0,11.2652,0.5000,0.0050
268,-0.0561,-0.0144,0.9391,7.7378e-04,0.0001,0.0001,0.3,-335.27,1,0.0000,0.0000,0.0335,-18.89,1.4,4.3206,0.4000,0.0200
269,0.012,-0.0156,1.0115,7.7378e-04,0.0002,0.0001,0.3,0.00,0,0.0000,0.0000,0.0000,-159.71,1.0,-7.2160,0.2000,0.0279
270,0.0387,-0.0136,1.0416,7.7378e-04,0.0000,0.0001,0.3,80.20,1,0.0000,1.0000,0.0000,-442.81,2.0,-5.6487,0.3000,0.0520
271,-0.0919,-0.0148,0.9038,7.7378e-04,0.0001,0.0001,0.3,-1025.62,1,0.0000,0.0000,0.1026,-276.49,1.6,-16.7828,0.2000,0.0335
272,-0.0744,-0.0177,0.9289,7.7378e-04,0.0001,0.0001,0.3,-540.92,3,-10.6239,0.3333,0.0726,-545.32,1.6,-1.7741,0.3000,0.0739
273,-0.0531,-0.0171,0.9619,7.7378e-04,0.0001,0.0001,0.3,-125.07,1,0.0000,0.0000,0.0125,261.56,1.6,21.3212,0.5000,0.0069
274,0.0475,-0.0174,1.0361,7.7378e-04,0.0001,0.0001,0.3,361.68,3,31.3596,1.0000,0.0000,186.33,1.4,-1.5017,0.6000,0.0109
275,-0.0357,-0.0162,0.9589,7.7378e-04,0.0011,0.0001,0.3,0.00,0,0.0000,0.0000,0.0000,-265.19,1.4,0.4331,0.4000,0.0424
276,0.0313,-0.0173,1.0526,7.7378e-04,0.0010,0.0002,0.3,679.40,2,12.0424,0.5000,0.0100,-93.33,1.4,-3.1574,0.1333,0.0392
277,0.024,-0.0182,1.0492,7.7378e-04,0.0000,0.0002,0.3,483.08,2,7.6738,0.5000,0.0258,56.69,1.4,-4.5660,0.3000,0.0229
278,-0.0599,-0.0204,0.9517,7.7378e-04,0.0003,0.0002,0.3,0.00,0,0.0000,0.0000,0.0000,-192.09,2.4,-10.5207,0.2500,0.0250
279,-0.0519,-0.0248,0.9538,7.7378e-04,0.0001,0.0002,0.3,-135.18,1,0.0000,0.0000,0.0135,-15.21,1.6,-387.0591,0.6000,0.0435
280,0.0637,-0.022,1.0782,7.7378e-04,0.0003,0.0002,0.3,-633.44,2,-7.2587,0.5000,0.0973,74.22,1.4,3.0080,0.4000,0.0255
281,0.0872,-0.0153,1.0509,7.7378e-04,0.0000,0.0002,0.3,646.15,2,70.3194,1.0000,0.0000,38.88,1.0,13.2124,0.4000,0.0129
282,0.0059,-0.0168,1.0024,7.7378e-04,0.0000,0.0002,0.3,7.85,1,0.0000,1.0000,0.0000,-143.12,1.8,-35.5438,0.2333,0.0269
283,0.061,-0.0124,1.0120,7.7378e-04,0.0000,0.0002,0.3,0.00,0,0.0000,0.0000,0.0000,130.28,1.2,57.8998,0.3000,0.0080
284,-0.0094,-0.0123,0.9815,7.7378e-04,0.0001,0.0002,0.3,6.94,3,0.2158,0.6667,0.0230,145.63,1.0,0.0000,0.8000,0.0038
285,0.0302,-0.0113,1.0508,7.7378e-04,0.0002,0.0002,0.3,375.94,2,6.6097,0.5000,0.0248,174.96,1.0,8.7165,0.4000,0.0101
286,0.0105,-0.009,0.9953,7.7378e-04,0.0001,0.0002,0.3,-120.61,1,0.0000,0.0000,0.0121,45.72,1.8,2.8507,0.4000,0.0237
287,-0.008,-0.0096,1.0000,7.7378e-04,0.0004,0.0002,0.3,0.00,0,0.0000,0.0000,0.0000,-262.32,1.0,-8.1500,0.2000,0.0327
288,0.0038,-0.0032,1.0000,7.7378e-04,0.0000,0.0002,0.3,0.00,0,0.0000,0.0000,0.0000,-394.02,1.8,-11.9467,0.3333,0.0457
289,0.0037,-0.0039,1.0078,7.7378e-04,0.0000,0.0002,0.3,0.00,0,0.0000,0.0000,0.0000,391.80,1.2,4.1777,0.4000,0.0097
290,-0.0007,-0.0046,1.0034,7.7378e-04,0.0001,0.0002,0.3,102.10,2,95.7520,1.0000,0.0000,394.14,1.8,7.6146,0.4333,0.0110
291,0.0349,0.0023,1.0322,7.7378e-04,0.0002,0.0002,0.3,420.01,2,13.0081,0.5000,0.0044,-386.75,1.0,-7.8808,0.2000,0.0394
292,-0.0276,-0.0006,0.9753,7.7378e-04,0.0001,0.0002,0.3,-218.31,2,-3.4211,0.5000,0.0592,-47.71,1.2,0.1847,0.2667,0.0141
293,-0.0125,0.0012,0.9724,7.7378e-04,0.0006,0.0002,0.3,-514.72,2,-50.9340,0.0000,0.0515,-443.28,1.4,-0.4696,0.4000,0.0539
294,0.0096,0.0011,0.9768,7.7378e-04,0.0003,0.0002,0.3,-72.71,2,-17.3660,0.0000,0.0073,-117.55,0.8,2.4986,0.1000,0.0310
295,-0.0197,-0.0013,0.9905,7.7378e-04,0.0000,0.0002,0.3,0.00,0,0.0000,0.0000,0.0000,-137.33,1.4,0.9636,0.3333,0.0393
296,-0.0526,0.0003,0.9725,7.7378e-04,0.0002,0.0002,0.3,-570.50,1,0.0000,0.0000,0.0570,5.24,1.6,3.4811,0.3000,0.0227
297,0.0848,0.0067,1.0762,7.7378e-04,0.0000,0.0002,0.3,244.61,1,0.0000,1.0000,0.0000,131.69,1.4,1.8106,0.2333,0.0178
298,-0.0083,0.0085,0.9580,7.7378e-04,0.0000,0.0002,0.3,-338.92,1,0.0000,0.0000,0.0339,-229.84,2.0,-14.5213,0.3667,0.0336
299,-0.0169,0.0059,0.9892,7.7378e-04,0.0002,0.0002,0.3,-130.11,1,0.0000,0.0000,0.0130,68.07,0.4,0.0000,0.2000,0.0014
