episode,reward,avg_reward,cumulative_reward,lr,loss,avg_loss,epsilon,profit_dollars,num_trades,sharpe_ratio,win_rate,max_drawdown,oos_profit_dollars,oos_num_trades,oos_sharpe_ratio,oos_win_rate,oos_max_drawdown
476,-0.1361,-0.0173,0.8685,7.0697e-07,0.0003,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,18.26,0.4,0.0000,0.2000,0.0155
477,0.0731,-0.0119,1.0697,7.0697e-07,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-249.34,0.2,0.0000,0.0000,0.0249
478,0.0639,-0.0089,1.0472,7.0697e-07,0.0002,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-180.78,0.4,0.0000,0.0000,0.0181
479,-0.1139,-0.0112,0.8607,7.0697e-07,0.0014,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,172.99,0.2,0.0000,0.2000,0.0000
480,-0.0642,-0.0174,0.9259,6.3627e-07,0.0002,0.0003,0.005,286.83,2,3.2275,0.5000,0.0518,0.00,0.0,0.0000,0.0000,0.0000
481,0.087,-0.0131,1.1234,6.3627e-07,0.0004,0.0003,0.005,767.90,9,3.0067,0.3333,0.0947,-315.35,1.8,-44.7186,0.2000,0.0333
482,0.0722,-0.0117,1.0241,6.3627e-07,0.0002,0.0003,0.005,-2.41,2,-0.1154,0.5000,0.0167,-120.58,0.8,-3.8596,0.0000,0.0121
483,0.017,-0.0043,1.0000,6.3627e-07,0.0005,0.0003,0.005,0.00,0,0.0000,0.0000,0.0000,-26.90,0.2,0.0000,0.0000,0.0027
484,-0.0364,-0.001,0.9529,6.3627e-07,0.0002,0.0003,0.005,-440.25,6,-22.9898,0.0000,0.0440,-154.36,0.2,0.0000,0.0000,0.0154
485,-0.0112,-0.0072,0.9855,6.3627e-07,0.0010,0.0004,0.005,-469.47,4,-46.2022,0.0000,0.0469,0.00,0.0,0.0000,0.0000,0.0000
486,-0.1054,-0.0089,0.9191,6.3627e-07,0.0010,0.0004,0.005,-133.37,3,-35.6443,0.0000,0.0133,-51.34,0.2,0.0000,0.0000,0.0051
487,-0.0257,-0.0113,0.9528,6.3627e-07,0.0005,0.0004,0.005,-187.03,1,0.0000,0.0000,0.0187,-402.93,0.8,-11.2891,0.2000,0.0566
488,-0.0917,-0.0134,0.8849,6.3627e-07,0.0003,0.0004,0.005,0.00,0,0.0000,0.0000,0.0000,-84.73,1.4,-2.5228,0.2667,0.0342
489,0.0496,-0.0125,1.0028,6.3627e-07,0.0002,0.0004,0.005,-12.42,1,0.0000,0.0000,0.0012,-23.48,0.4,0.0000,0.0000,0.0023
490,0.0071,-0.0118,1.0000,5.7264e-07,0.0002,0.0004,0.005,0.00,0,0.0000,0.0000,0.0000,0.00,0.0,0.0000,0.0000,0.0000
491,-0.1952,-0.0194,0.8032,5.7264e-07,0.0001,0.0004,0.005,-1799.55,6,-18.4816,0.0000,0.1800,-241.14,0.6,-3.5579,0.2000,0.0269
492,-0.1044,-0.0231,0.8834,5.7264e-07,0.0001,0.0004,0.005,-1300.02,2,-12.6382,0.5000,0.1466,0.00,0.0,0.0000,0.0000,0.0000
493,-0.0653,-0.0275,0.9673,5.7264e-07,0.0002,0.0004,0.005,-629.05,2,-28.8020,0.0000,0.0629,31.16,0.2,0.0000,0.2000,0.0000
494,0.0168,-0.0271,1.0000,5.7264e-07,0.0003,0.0004,0.005,0.00,0,0.0000,0.0000,0.0000,135.79,0.4,0.0000,0.2000,0.0005
495,0.152,-0.0209,1.1480,5.7264e-07,0.0001,0.0004,0.005,-78.00,2,-7.0744,0.5000,0.0127,-98.50,0.2,0.0000,0.0000,0.0098
496,-0.3089,-0.0301,0.7223,5.7264e-07,0.0002,0.0004,0.005,0.00,0,0.0000,0.0000,0.0000,-547.10,0.6,-2669.6238,0.0000,0.0547
497,0.0887,-0.0234,1.0635,5.7264e-07,0.0007,0.0004,0.005,0.00,0,0.0000,0.0000,0.0000,-4.64,0.2,0.0000,0.0000,0.0005
498,-0.3591,-0.0396,0.6782,5.7264e-07,0.0003,0.0004,0.005,0.00,0,0.0000,0.0000,0.0000,-397.82,0.6,0.0000,0.0000,0.0398
499,0.1013,-0.0364,1.1004,5.7264e-07,0.0001,0.0004,0.005,-446.72,1,0.0000,0.0000,0.0447,-41.79,0.2,0.0000,0.0000,0.0042
